"","X","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue"
"979",680985,549995,"21980","PACK OF 12 RED RETROSPOT TISSUES ",24,"2011-04-14 08:32:00",0.29,16131,"United Kingdom",6.96
"980",859271,566219,"21980","PACK OF 12 RED RETROSPOT TISSUES ",24,"2011-09-09 15:51:00",0.39,17426,"United Kingdom",9.36
"981",115661,500358,"21317","GLASS SPHERE CANDLE STAND MEDIUM",5,"2010-03-07 15:47:00",5.45,16534,"United Kingdom",27.25
"982",695123,551199,"21509","COWBOYS AND INDIANS BIRTHDAY CARD ",12,"2011-04-27 11:30:00",0.42,13018,"United Kingdom",5.04
"983",855855,565918,"71459","HANGING JAM JAR T-LIGHT HOLDERS",12,"2011-09-07 16:27:00",0.85,13249,"United Kingdom",10.2
"984",332726,521915,"22699","ROSES REGENCY TEACUP AND SAUCER ",6,"2010-09-09 13:51:00",2.95,15766,"United Kingdom",17.7
"985",826900,563268,"22595","GINGHAM HEART DECORATION",12,"2011-08-15 12:47:00",0.85,13940,"United Kingdom",10.2
"986",781111,559358,"16259","PIECE OF CAMO STATIONERY SET",108,"2011-07-07 19:14:00",0.08,15675,"United Kingdom",8.64
"987",767119,558237,"22712","CARD DOLLY GIRL ",12,"2011-06-27 15:04:00",0.42,12867,"United Kingdom",5.04
"988",366424,524942,"21452","TOADSTOOL MONEY BOX",6,"2010-10-01 12:17:00",2.95,12639,"Sweden",17.7
"989",249478,513553,"20728","LUNCH BAG CARS BLUE",10,"2010-06-25 12:57:00",1.65,16841,"United Kingdom",16.5
"990",178148,506276,"21218","RED SPOTTY BISCUIT TIN",6,"2010-04-28 15:39:00",3.75,17581,"United Kingdom",22.5
"991",947722,573074,"22866","HAND WARMER SCOTTY DOG DESIGN",12,"2011-10-27 14:03:00",2.1,16265,"United Kingdom",25.2
"992",658520,547721,"22939","APRON APPLE DELIGHT",4,"2011-03-25 10:14:00",4.95,13000,"United Kingdom",19.8
"993",713571,553014,"22437","SET OF 9 BLACK SKULL BALLOONS",4,"2011-05-12 18:49:00",0.85,13451,"United Kingdom",3.4
"994",296755,518270,"22348","TEA BAG PLATE RED SPOTTY ",5,"2010-08-05 20:03:00",0.85,16549,"United Kingdom",4.25
"995",623822,544677,"22294","HEART FILIGREE DOVE  SMALL",24,"2011-02-22 16:13:00",1.25,18196,"United Kingdom",30
"996",379429,525951,"84520B","PACK 20 ENGLISH ROSE PAPER NAPKINS",3,"2010-10-07 18:48:00",0.85,14998,"United Kingdom",2.55
"997",503912,536520,"22917","HERB MARKER ROSEMARY",1,"2010-12-01 12:43:00",0.65,14729,"United Kingdom",0.65
"998",499524,536024,"35833P","4 PINK FLOCK CHRISTMAS BALLS",10,"2010-11-29 16:13:00",1.25,17338,"United Kingdom",12.5
"999",702762,552053,"22457","NATURAL SLATE HEART CHALKBOARD ",6,"2011-05-06 10:16:00",2.95,16153,"United Kingdom",17.7
"1000",160367,504695,"21124","SET/10 BLUE SPOTTY PARTY CANDLES",2,"2010-04-15 17:06:00",1.25,17799,"United Kingdom",2.5
"1001",781160,559362,"85049H","URBAN BLACK RIBBONS ",12,"2011-07-08 08:43:00",1.25,12635,"Germany",15
"1002",1002268,577034,"21070","VINTAGE BILLBOARD MUG ",36,"2011-11-17 13:16:00",1.06,12847,"United Kingdom",38.16
"1003",74667,496220,"84997D","PINK 3 PIECE MINI DOTS CUTLERY SET",6,"2010-01-29 13:52:00",3.75,15421,"United Kingdom",22.5
"1004",658134,547684,"22245","HOOK, 1 HANGER ,MAGIC GARDEN",12,"2011-03-24 14:46:00",0.85,12408,"Belgium",10.2
"1005",194396,507915,"22568","FELTCRAFT CUSHION OWL",4,"2010-05-12 09:13:00",3.75,13295,"United Kingdom",15
"1006",634540,545582,"15044D","RED PAPER PARASOL",50,"2011-03-04 09:05:00",2.55,13694,"United Kingdom",127.5
"1007",998808,576830,"23581","JUMBO BAG PAISLEY PARK",4,"2011-11-16 14:54:00",2.08,14898,"United Kingdom",8.32
"1008",807588,561626,"22673","FRENCH GARDEN SIGN BLUE METAL",4,"2011-07-28 14:03:00",1.25,14898,"United Kingdom",5
"1009",653911,547334,"22423","REGENCY CAKESTAND 3 TIER",3,"2011-03-22 11:43:00",12.75,15044,"United Kingdom",38.25
"1010",324829,521036,"21112","SWISS ROLL TOWEL, PINK  SPOTS",6,"2010-09-02 09:04:00",2.95,12949,"United Kingdom",17.7
"1011",275912,516189,"22331","WOODLAND PARTY BAG + STICKER SET",16,"2010-07-18 15:56:00",1.65,12625,"Germany",26.4
"1012",897586,569231,"82494L","WOODEN FRAME ANTIQUE WHITE ",6,"2011-10-02 15:18:00",2.95,13379,"United Kingdom",17.7
"1013",308763,519557,"84997A","GREEN 3 PIECE MINI DOTS CUTLERY SET",6,"2010-08-18 10:42:00",3.75,15421,"United Kingdom",22.5
"1014",631116,545232,"22766","PHOTO FRAME CORNICE",8,"2011-03-01 10:19:00",2.95,15676,"United Kingdom",23.6
"1015",215533,510320,"90019C","SILVER BLACK ORBIT BRACELET",3,"2010-05-28 12:15:00",4.95,17822,"United Kingdom",14.85
"1016",749391,556495,"23300","GARDENERS KNEELING PAD CUP OF TEA ",3,"2011-06-12 15:14:00",1.65,18069,"United Kingdom",4.95
"1017",439235,531359,"22576","SWALLOW WOODEN CHRISTMAS DECORATION",1,"2010-11-07 14:17:00",0.85,13276,"United Kingdom",0.85
"1018",870095,567092,"22779","WOODEN OWLS LIGHT GARLAND ",4,"2011-09-16 12:48:00",4.25,13196,"United Kingdom",17
"1019",393090,527149,"22067","CHOC TRUFFLE GOLD TRINKET POT ",12,"2010-10-15 11:07:00",1.65,15817,"United Kingdom",19.8
"1020",498866,536001,"21445","12 PINK ROSE PEG PLACE SETTINGS",1,"2010-11-29 14:21:00",1.25,17814,"United Kingdom",1.25
"1021",156752,504328,"21166","COOK WITH WINE METAL SIGN ",2,"2010-04-12 15:59:00",1.95,16987,"United Kingdom",3.9
"1022",312679,519828,"47599B","BLUE PARTY BAGS ",10,"2010-08-20 14:53:00",2.1,16365,"United Kingdom",21
"1023",715507,553182,"22660","DOORMAT I LOVE LONDON",10,"2011-05-15 12:21:00",6.75,17107,"United Kingdom",67.5
"1024",698176,551558,"23199","JUMBO BAG APPLES",2,"2011-05-03 10:41:00",2.08,17841,"United Kingdom",4.16
"1025",695481,551275,"23206","LUNCH BAG APPLE DESIGN",10,"2011-04-27 13:03:00",1.65,13285,"United Kingdom",16.5
"1026",1023067,578429,"23502","PLAYING CARDS VINTAGE DOILY ",6,"2011-11-24 12:12:00",1.25,16271,"United Kingdom",7.5
"1027",445033,531785,"22639","SET OF 4 NAPKIN CHARMS HEARTS",32,"2010-11-09 14:49:00",2.1,17560,"United Kingdom",67.2
"1028",506337,536624,"21212","PACK OF 72 RETROSPOT CAKE CASES",24,"2010-12-02 10:45:00",0.55,13418,"United Kingdom",13.2
"1029",68129,495398,"79323W"," WHITE CHERRY LIGHTS",4,"2010-01-25 09:08:00",6.75,14621,"United Kingdom",27
"1030",815384,562341,"84818","DANISH ROSE PHOTO FRAME",4,"2011-08-04 12:13:00",0.79,15005,"United Kingdom",3.16
"1031",1044278,580119,"85099F","JUMBO BAG STRAWBERRY",1,"2011-12-01 16:37:00",2.08,17920,"United Kingdom",2.08
"1032",866642,566735,"22098","BOUDOIR SQUARE TISSUE BOX",4,"2011-09-14 14:19:00",0.39,15707,"United Kingdom",1.56
"1033",799136,560854,"21498","RED RETROSPOT WRAP ",25,"2011-07-21 12:46:00",0.42,13098,"United Kingdom",10.5
"1034",571454,540349,"21411","GINGHAM HEART  DOORSTOP RED",3,"2011-01-06 14:07:00",4.25,15379,"United Kingdom",12.75
"1035",878302,567697,"22986","WRAP GINGHAM ROSE ",25,"2011-09-22 08:41:00",0.42,16558,"United Kingdom",10.5
"1036",861232,566291,"22523","CHILDS GARDEN FORK PINK",4,"2011-09-11 15:31:00",0.85,12965,"United Kingdom",3.4
"1037",1060531,581186,"23077","DOUGHNUT LIP GLOSS ",40,"2011-12-07 16:39:00",1.25,13756,"United Kingdom",50
"1038",1041340,579792,"23478","WOODLAND LARGE PINK FELT HEART",12,"2011-11-30 15:43:00",1.25,12714,"France",15
"1039",910926,570197,"22662","LUNCH BAG DOLLY GIRL DESIGN",4,"2011-10-07 15:45:00",1.65,13755,"United Kingdom",6.6
"1040",92736,498123,"21975","PACK OF 60 DINOSAUR CAKE CASES",1,"2010-02-16 15:35:00",0.55,16409,"United Kingdom",0.55
"1041",702910,552064,"21973","SET OF 36 MUSHROOM PAPER DOILIES",1,"2011-05-06 11:05:00",1.45,15874,"United Kingdom",1.45
"1042",66323,495312,"84625D","WHITE NEWBAROQUE CANDLESTICK CANDLE",24,"2010-01-22 14:22:00",0.85,16822,"United Kingdom",20.4
"1043",285487,517125,"22343","PARTY PIZZA DISH RED RETROSPOT",12,"2010-07-27 09:42:00",0.85,13466,"United Kingdom",10.2
"1044",312385,519816,"79000","MOROCCAN TEA GLASS",12,"2010-08-20 13:10:00",0.85,15322,"United Kingdom",10.2
"1045",585224,541406,"22256","FELT FARM ANIMAL CHICKEN",3,"2011-01-17 15:19:00",1.25,14657,"United Kingdom",3.75
"1046",172939,505744,"20713","JUMBO BAG OWLS",200,"2010-04-26 07:15:00",1.65,15769,"United Kingdom",330
"1047",276325,516263,"21977","PACK OF 60 PINK PAISLEY CAKE CASES",3,"2010-07-19 11:59:00",0.55,17841,"United Kingdom",1.65
"1048",496186,535806,"22309","TEA COSY RED  STRIPE",6,"2010-11-28 15:06:00",2.55,18260,"United Kingdom",15.3
"1049",351884,523626,"22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2010-09-23 11:26:00",1.65,17735,"United Kingdom",19.8
"1050",158994,504555,"20966","SANDWICH BATH SPONGE",1,"2010-04-14 13:39:00",1.25,13561,"United Kingdom",1.25
"1051",806146,561485,"23204","CHARLOTTE BAG APPLES DESIGN",1,"2011-07-27 13:42:00",0.85,17841,"United Kingdom",0.85
"1052",95060,498361,"21557","SET OF 6 FUNKY BEAKERS",6,"2010-02-18 13:34:00",2.95,13394,"United Kingdom",17.7
"1053",694969,551182,"21933","PINK VINTAGE PAISLEY PICNIC BAG",10,"2011-04-27 08:43:00",1.65,14282,"United Kingdom",16.5
"1054",1031385,579103,"22599","CHRISTMAS MUSICAL ZINC STAR",45,"2011-11-28 11:39:00",0.29,18041,"United Kingdom",13.05
"1055",158876,504551,"21929","JUMBO BAG PINK VINTAGE PAISLEY",100,"2010-04-14 13:24:00",1.65,13629,"United Kingdom",165
"1056",407543,528384,"21781","MA CAMPAGNE CUTLERY BOX",1,"2010-10-21 18:27:00",14.95,14686,"United Kingdom",14.95
"1057",897751,569236,"22208","WOOD STAMP SET THANK YOU",1,"2011-10-02 15:49:00",0.83,14432,"United Kingdom",0.83
"1058",967216,574631,"23344","JUMBO BAG 50'S CHRISTMAS ",30,"2011-11-06 11:22:00",2.08,12882,"United Kingdom",62.4
"1059",641857,546243,"22666","RECIPE BOX PANTRY YELLOW DESIGN",6,"2011-03-10 13:08:00",2.95,15308,"United Kingdom",17.7
"1060",928005,571502,"22089","PAPER BUNTING VINTAGE PAISLEY",6,"2011-10-17 15:18:00",2.95,14422,"United Kingdom",17.7
"1061",816081,562388,"22720","SET OF 3 CAKE TINS PANTRY DESIGN ",1,"2011-08-04 15:52:00",4.95,18099,"United Kingdom",4.95
"1062",868142,566912,"21166","COOK WITH WINE METAL SIGN ",12,"2011-09-15 14:05:00",2.08,14367,"United Kingdom",24.96
"1063",215227,510230,"22472","TRAY FOR TV DINNER , DOLLY GIRL",6,"2010-05-28 09:36:00",4.95,17311,"United Kingdom",29.7
"1064",356902,524025,"20685","DOORMAT RED RETROSPOT",10,"2010-09-27 10:54:00",6.75,13798,"United Kingdom",67.5
"1065",958115,573879,"23344","JUMBO BAG 50'S CHRISTMAS ",2,"2011-11-01 13:21:00",2.08,15039,"United Kingdom",4.16
"1066",37607,492445,"82001S","VINYL RECORD FRAME SILVER",12,"2009-12-17 11:07:00",3.75,17230,"United Kingdom",45
"1067",289177,517542,"20711","JUMBO BAG TOYS ",1,"2010-07-29 16:35:00",1.95,15021,"United Kingdom",1.95
"1068",664895,548317,"23232","WRAP VINTAGE PETALS  DESIGN",25,"2011-03-30 12:43:00",0.42,18179,"United Kingdom",10.5
"1069",909274,570088,"23201","JUMBO BAG ALPHABET",1,"2011-10-07 11:32:00",2.08,16764,"United Kingdom",2.08
"1070",57808,494622,"21439","BASKET OF TOADSTOOLS",1,"2010-01-15 15:22:00",1.25,12860,"United Kingdom",1.25
"1071",557436,539036,"21883","STARS GIFT TAPE ",24,"2010-12-15 14:35:00",0.19,14913,"United Kingdom",4.56
"1072",1063677,581402,"22587","FELTCRAFT HAIRBAND RED AND BLUE",1,"2011-12-08 13:45:00",0.85,14653,"United Kingdom",0.85
"1073",222883,511041,"16169M","WRAP DAISY CARPET ",25,"2010-06-06 11:21:00",0.42,12932,"United Kingdom",10.5
"1074",198218,508470,"21895","POTTING SHED SOW 'N' GROW SET",2,"2010-05-16 11:24:00",4.25,16922,"United Kingdom",8.5
"1075",343900,522956,"22149","FELTCRAFT 6 FLOWER FRIENDS",6,"2010-09-19 12:03:00",2.1,13015,"United Kingdom",12.6
"1076",828191,563444,"23065","LARGE DECO JEWELLERY STAND",2,"2011-08-16 13:50:00",12.5,16033,"United Kingdom",25
"1077",259013,514373,"21889","WOODEN BOX OF DOMINOES",12,"2010-07-02 09:46:00",1.25,18065,"United Kingdom",15
"1078",241021,512713,"21210","SET OF 72 RETRO SPOT PAPER  DOILIES",12,"2010-06-17 12:33:00",1.45,17419,"United Kingdom",17.4
"1079",684779,550331,"21868","POTTING SHED TEA MUG",2,"2011-04-17 13:43:00",1.25,15555,"United Kingdom",2.5
"1080",81983,496919,"48188","DOOR MAT WELCOME PUPPIES",4,"2010-02-04 15:41:00",6.75,16986,"United Kingdom",27
"1081",374952,525571,"21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",9,"2010-10-06 10:04:00",2.55,13707,"United Kingdom",22.95
"1082",921586,571055,"22187","GREEN CHRISTMAS TREE CARD HOLDER",6,"2011-10-13 14:08:00",1.95,14975,"United Kingdom",11.7
"1083",307628,519404,"22628","PICNIC BOXES SET OF 3 RETROSPOT ",40,"2010-08-17 08:56:00",4.25,14646,"Netherlands",170
"1084",398241,527452,"22581","WOOD STOCKING CHRISTMAS SCANDISPOT",12,"2010-10-18 10:07:00",0.85,15180,"United Kingdom",10.2
"1085",625367,544791,"21564","PINK  HEART SHAPE LOVE BUCKET ",6,"2011-02-23 12:33:00",2.95,14289,"United Kingdom",17.7
"1086",745940,556195,"21929","JUMBO BAG PINK VINTAGE PAISLEY",10,"2011-06-09 12:21:00",2.08,16745,"United Kingdom",20.8
"1087",1031774,579135,"75049L","LARGE CIRCULAR MIRROR MOBILE",12,"2011-11-28 12:44:00",1.25,18096,"United Kingdom",15
"1088",1045854,580280,"23534","WALL ART STOP FOR TEA ",18,"2011-12-02 13:15:00",5.35,16133,"United Kingdom",96.3
"1089",894729,569024,"23368","SET 12 COLOUR PENCILS DOLLY GIRL ",16,"2011-09-30 10:04:00",0.65,12822,"United Kingdom",10.4
"1090",340152,522594,"20986","BLUE CALCULATOR RULER",1,"2010-09-15 13:21:00",1.25,16005,"United Kingdom",1.25
"1091",47778,493841,"22112","CHOCOLATE HOT WATER BOTTLE",3,"2010-01-07 14:04:00",4.95,13394,"United Kingdom",14.85
"1092",321479,520706,"72130","COLUMBIAN CANDLE ROUND",24,"2010-08-29 12:31:00",0.19,15166,"United Kingdom",4.56
"1093",760008,557569,"22551","PLASTERS IN TIN SPACEBOY",12,"2011-06-21 10:46:00",1.65,12474,"Germany",19.8
"1094",737746,555471,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",5,"2011-06-03 11:42:00",2.95,16117,"United Kingdom",14.75
"1095",70069,495633,"21210","SET OF 72 RETRO SPOT PAPER  DOILIES",1,"2010-01-26 10:48:00",1.45,15039,"United Kingdom",1.45
"1096",946464,572913,"23382","BOX OF 6 CHRISTMAS CAKE DECORATIONS",1,"2011-10-26 16:21:00",3.75,15993,"United Kingdom",3.75
"1097",449322,532109,"22679","FRENCH BLUE METAL DOOR SIGN, 4",10,"2010-11-10 16:40:00",1.25,12666,"Israel",12.5
"1098",872850,567302,"20719","WOODLAND CHARLOTTE BAG",10,"2011-09-19 13:02:00",0.85,15058,"United Kingdom",8.5
"1099",360058,524289,"22623","BOX OF VINTAGE JIGSAW BLOCKS ",10,"2010-09-28 12:50:00",4.95,15347,"United Kingdom",49.5
"1100",899336,569365,"23521","CAT AND BIRD WALL ART",18,"2011-10-03 15:24:00",1.12,18102,"United Kingdom",20.16
"1101",831385,563722,"22596","CHRISTMAS STAR WISH LIST CHALKBOARD",12,"2011-08-18 16:32:00",1.25,17720,"United Kingdom",15
"1102",766210,558115,"23112","PARISIENNE CURIO CABINET",2,"2011-06-27 08:50:00",7.5,16003,"United Kingdom",15
"1103",179525,506412,"21906","PHARMACIE FIRST AID TIN",2,"2010-04-29 14:01:00",6.75,16607,"United Kingdom",13.5
"1104",395619,527372,"22584","PACK OF 6 PANNETONE GIFT BOXES",3,"2010-10-17 12:06:00",2.55,15688,"United Kingdom",7.65
"1105",362235,524446,"21484","CHICK GREY HOT WATER BOTTLE",2,"2010-09-29 11:19:00",3.45,14049,"United Kingdom",6.9
"1106",196642,508219,"22615","PACK OF 12 CIRCUS PARADE TISSUES ",12,"2010-05-13 15:05:00",0.29,13735,"United Kingdom",3.48
"1107",481715,534508,"22863","SOAP DISH BROCANTE",3,"2010-11-23 11:43:00",2.95,17458,"United Kingdom",8.85
"1108",703222,552180,"22662","LUNCH BAG DOLLY GIRL DESIGN",10,"2011-05-06 13:35:00",1.65,18235,"United Kingdom",16.5
"1109",447360,532010,"22534","MAGIC DRAWING SLATE SPACEBOY ",1,"2010-11-10 12:42:00",0.42,17321,"United Kingdom",0.42
"1110",219114,510671,"22167","WALL MIRROR , DIAMANTE OVAL SHAPE",1,"2010-06-02 15:40:00",9.95,16896,"United Kingdom",9.95
"1111",710713,552802,"22965","3 TRADITIONAl BISCUIT CUTTERS  SET",2,"2011-05-11 12:23:00",2.1,16115,"United Kingdom",4.2
"1112",407080,528372,"22492","MINI PAINT SET VINTAGE ",36,"2010-10-21 16:55:00",0.65,17290,"United Kingdom",23.4
"1113",81285,496866,"22413","METAL SIGN TAKE IT OR LEAVE IT ",1,"2010-02-04 12:22:00",2.95,15046,"United Kingdom",2.95
"1114",861545,566301,"23321","SMALL WHITE HEART OF WICKER",3,"2011-09-11 16:06:00",1.65,16474,"United Kingdom",4.95
"1115",501591,536184,"84569D","PACK 6 HEART/ICE-CREAM PATCHES",12,"2010-11-30 12:28:00",1.25,17889,"United Kingdom",15
"1116",991201,576252,"23250","VINTAGE RED TRIM ENAMEL BOWL ",12,"2011-11-14 13:55:00",1.25,14418,"United Kingdom",15
"1117",174679,505965,"48184","DOOR MAT ENGLISH ROSE ",2,"2010-04-26 15:43:00",7.49,16242,"United Kingdom",14.98
"1118",996723,576626,"22075","6 RIBBONS ELEGANT CHRISTMAS ",1,"2011-11-15 17:26:00",1.65,12890,"United Kingdom",1.65
"1119",279303,516590,"21929","JUMBO BAG PINK VINTAGE PAISLEY",2,"2010-07-21 13:47:00",1.95,15005,"United Kingdom",3.9
"1120",829791,563569,"22749","FELTCRAFT PRINCESS CHARLOTTE DOLL",4,"2011-08-17 14:47:00",3.75,18257,"United Kingdom",15
"1121",141883,502870,"20674","GREEN SPOTTY BOWL",8,"2010-03-28 16:17:00",1.25,13373,"United Kingdom",10
"1122",415530,529091,"84029G","KNITTED UNION FLAG HOT WATER BOTTLE",4,"2010-10-26 13:37:00",3.75,12371,"Switzerland",15
"1123",999508,576838,"23455","SMALL PARLOUR PICTURE FRAME",6,"2011-11-16 15:21:00",2.89,18075,"United Kingdom",17.34
"1124",38945,492652,"21349","IVY HEART WREATH",2,"2009-12-17 17:46:00",6.75,15428,"United Kingdom",13.5
"1125",747282,556280,"23094","LE GRAND TRAY CHIC SET",2,"2011-06-09 20:03:00",12.5,14584,"United Kingdom",25
"1126",988987,576065,"22064","PINK DOUGHNUT TRINKET POT ",2,"2011-11-13 15:42:00",1.65,15005,"United Kingdom",3.3
"1127",886286,568314,"20727","LUNCH BAG  BLACK SKULL.",10,"2011-09-26 12:58:00",1.65,14387,"United Kingdom",16.5
"1128",133181,502053,"20655","QUEEN OF SKIES LUGGAGE TAG",1,"2010-03-22 14:23:00",1.25,17841,"United Kingdom",1.25
"1129",480550,534443,"22534","MAGIC DRAWING SLATE SPACEBOY ",24,"2010-11-22 15:24:00",0.42,14327,"United Kingdom",10.08
"1130",846972,565150,"23181","BULL DOG BOTTLE TOP WALL CLOCK",8,"2011-09-01 14:26:00",7.5,14298,"United Kingdom",60
"1131",300071,518652,"85135A","YELLOW DRAGONFLY HELICOPTER",1,"2010-08-10 13:28:00",7.95,14722,"United Kingdom",7.95
"1132",744268,556071,"85116","BLACK CANDELABRA T-LIGHT HOLDER",24,"2011-06-08 14:52:00",0.65,15974,"United Kingdom",15.6
"1133",393083,527148,"22906","12 MESSAGE CARDS WITH ENVELOPES",60,"2010-10-15 11:05:00",1.45,18018,"United Kingdom",87
"1134",402502,527950,"22083","PAPER CHAIN KIT RETROSPOT",3,"2010-10-19 15:33:00",2.95,16795,"United Kingdom",8.85
"1135",212655,509980,"21241","GREEN SPOTTY CUP",8,"2010-05-26 14:07:00",0.85,12378,"Switzerland",6.8
"1136",525430,538171,"21210","SET OF 72 RETROSPOT PAPER  DOILIES",2,"2010-12-09 20:01:00",1.45,17530,"United Kingdom",2.9
"1137",278414,516471,"22457","NATURAL SLATE HEART CHALKBOARD ",6,"2010-07-20 15:46:00",2.95,16150,"United Kingdom",17.7
"1138",895491,569123,"22654","DELUXE SEWING KIT ",6,"2011-09-30 13:09:00",5.95,12748,"United Kingdom",35.7
"1139",210282,509737,"84762B","PINK PICNIC BARBECUE BUCKET",2,"2010-05-25 12:38:00",10.75,12820,"United Kingdom",21.5
"1140",623331,544659,"22843","BISCUIT TIN VINTAGE GREEN",2,"2011-02-22 13:20:00",6.75,18114,"United Kingdom",13.5
"1141",872434,567213,"22383","LUNCH BAG SUKI DESIGN ",2,"2011-09-19 11:04:00",1.65,14684,"United Kingdom",3.3
"1142",94769,498347,"22169","FAMILY ALBUM WHITE PICTURE FRAME",1,"2010-02-18 12:01:00",8.5,16713,"United Kingdom",8.5
"1143",208036,509438,"48111","DOOR MAT 3 SMILEY CATS",2,"2010-05-23 15:25:00",7.49,14920,"United Kingdom",14.98
"1144",973755,575046,"15056N","EDWARDIAN PARASOL NATURAL",2,"2011-11-08 12:09:00",5.95,15039,"United Kingdom",11.9
"1145",820417,562732,"23091","ZINC HERB GARDEN CONTAINER",3,"2011-08-09 10:19:00",6.25,18248,"United Kingdom",18.75
"1146",64718,495178,"21216","SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",4,"2010-01-21 13:33:00",4.95,13735,"United Kingdom",19.8
"1147",971400,574864,"21908","CHOCOLATE THIS WAY METAL SIGN",4,"2011-11-07 12:29:00",2.1,14387,"United Kingdom",8.4
"1148",427511,530264,"22549","PICTURE DOMINOES",12,"2010-11-02 11:37:00",1.45,14206,"United Kingdom",17.4
"1149",59127,494680,"85065","CREAM SWEETHEART TRAYS",2,"2010-01-18 10:29:00",12.75,17343,"United Kingdom",25.5
"1150",21480,491096,"84937","KASHMIR FOLKART TUMBLERS",12,"2009-12-09 13:53:00",2.1,13983,"United Kingdom",25.2
"1151",126810,501507,"22433","WATERING CAN GREEN DINOSAUR",3,"2010-03-17 11:21:00",1.95,14662,"United Kingdom",5.85
"1152",53625,494343,"82599","FANNY'S REST STOPMETAL SIGN",2,"2010-01-13 13:22:00",2.1,15456,"United Kingdom",4.2
"1153",395800,527376,"22355","CHARLOTTE BAG SUKI DESIGN",1,"2010-10-17 12:37:00",0.85,14953,"United Kingdom",0.85
"1154",499170,536009,"22963","JAM JAR WITH GREEN LID",192,"2010-11-29 15:07:00",0.72,12415,"Australia",138.24
"1155",118507,500701,"84990","60 GOLD AND SILVER FAIRY CAKE CASES",1,"2010-03-09 13:26:00",0.55,16791,"United Kingdom",0.55
"1156",785026,559696,"20750","RED RETROSPOT MINI CASES",1,"2011-07-11 16:59:00",7.95,15577,"United Kingdom",7.95
"1157",861064,566290,"21479","WHITE SKULL HOT WATER BOTTLE ",1,"2011-09-11 15:24:00",4.25,14456,"United Kingdom",4.25
"1158",751411,556768,"22063","CERAMIC BOWL WITH STRAWBERRY DESIGN",4,"2011-06-14 12:21:00",2.95,17243,"United Kingdom",11.8
"1159",1865,489594,"21875","KINGS CHOICE MUG",2,"2009-12-01 14:19:00",1.25,15005,"United Kingdom",2.5
"1160",26715,491668,"79323GR","GREEN CHERRY LIGHTS",8,"2009-12-13 11:35:00",6.75,15144,"United Kingdom",54
"1161",944247,572744,"21034","REX CASH+CARRY JUMBO SHOPPER",2,"2011-10-25 16:14:00",0.95,14085,"United Kingdom",1.9
"1162",1051676,580654,"51014A","FEATHER PEN,HOT PINK",12,"2011-12-05 13:37:00",0.39,15854,"United Kingdom",4.68
"1163",852240,565594,"22663","JUMBO BAG DOLLY GIRL DESIGN",10,"2011-09-05 14:11:00",2.08,13510,"United Kingdom",20.8
"1164",628590,545053,"22289","HANGING METAL CHICKEN DECORATION",1,"2011-02-27 12:41:00",1.25,17516,"United Kingdom",1.25
"1165",333427,521954,"22055","MINI CAKE STAND  HANGING STRAWBERY",4,"2010-09-09 17:46:00",1.65,17180,"United Kingdom",6.6
"1166",150635,503766,"22393","PAPERWEIGHT VINTAGE COLLAGE",6,"2010-04-07 10:53:00",2.55,16732,"United Kingdom",15.3
"1167",992705,576339,"22835","HOT WATER BOTTLE I AM SO POORLY",1,"2011-11-14 15:27:00",9.13,14096,"United Kingdom",9.13
"1168",976781,575195,"23206","LUNCH BAG APPLE DESIGN",10,"2011-11-09 09:40:00",1.65,16767,"United Kingdom",16.5
"1169",124328,501280,"85042","ANTIQUE LILY FAIRY LIGHTS",2,"2010-03-15 14:13:00",4.95,17841,"United Kingdom",9.9
"1170",770072,558538,"84859B","BLUE DISCO HANDBAG",2,"2011-06-30 12:12:00",1.95,15005,"United Kingdom",3.9
"1171",171165,505634,"21918","SET 12 KIDS COLOUR  CHALK STICKS",4,"2010-04-23 13:12:00",0.42,15518,"United Kingdom",1.68
"1172",474162,534047,"21591","COSY HOUR CIGAR BOX MATCHES ",6,"2010-11-19 17:01:00",1.25,17432,"United Kingdom",7.5
"1173",175240,505997,"21923","RED/CREAM STRIPE FRINGE HAMMOCK",2,"2010-04-27 10:50:00",7.95,13192,"United Kingdom",15.9
"1174",853928,565779,"22924","FRIDGE MAGNETS LA VIE EN ROSE",12,"2011-09-06 15:14:00",0.85,15804,"United Kingdom",10.2
"1175",606097,543045,"85173","SET/6 FROG PRINCE T-LIGHT CANDLES",6,"2011-02-03 09:04:00",2.55,14309,"United Kingdom",15.3
"1176",269000,515418,"22323","PINK POLKADOT KIDS BAG",1,"2010-07-12 13:11:00",1.95,17841,"United Kingdom",1.95
"1177",78909,496578,"22088","PAPER BUNTING COLOURED LACE",2,"2010-02-02 13:42:00",2.95,12748,"United Kingdom",5.9
"1178",230091,511638,"22068","BLACK PIRATE TREASURE CHEST",2,"2010-06-09 13:08:00",1.65,17346,"United Kingdom",3.3
"1179",965449,574501,"21374","MIRRORED WALL ART SKULLS",3,"2011-11-04 13:15:00",1.25,12577,"France",3.75
"1180",363694,524607,"21790","VINTAGE SNAP CARDS",12,"2010-09-30 09:01:00",0.85,13556,"United Kingdom",10.2
