Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,week,month,year
562031,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-08-01T17:37:00Z,7.95,16984,United Kingdom,7.95,31,8,2011
523868,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2010-09-24T12:48:00Z,1.25,15044,United Kingdom,8.75,39,9,2010
511304,22544,MINI JIGSAW SPACEBOY,2,2010-06-07T15:47:00Z,0.42,17402,United Kingdom,0.84,23,6,2010
577747,82583,HOT BATHS METAL SIGN,240,2011-11-21T14:21:00Z,2.39,17450,United Kingdom,573.6,47,11,2011
554103,22556,PLASTERS IN TIN CIRCUS PARADE,2,2011-05-22T13:51:00Z,1.65,15555,United Kingdom,3.3,21,5,2011
520565,20840,FRENCH FLORAL CUSHION COVER,6,2010-08-26T17:19:00Z,2.95,13877,United Kingdom,17.700000000000003,34,8,2010
547418,22283,6 EGG HOUSE PAINTED WOOD,2,2011-03-23T10:25:00Z,7.95,13148,United Kingdom,15.9,12,3,2011
495016,22266,EASTER DECORATION HANGING BUNNY,1,2010-01-20T13:10:00Z,0.65,14649,United Kingdom,0.65,3,1,2010
503585,22528,GARDENERS KNEELING PAD,12,2010-04-01T17:13:00Z,1.25,13047,United Kingdom,15,13,4,2010
573326,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2011-10-30T11:08:00Z,1.49,15298,United Kingdom,17.88,44,10,2011
530818,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1,2010-11-04T13:14:00Z,0.85,13772,United Kingdom,0.85,44,11,2010
513625,21107,CREAM SLICE FLANNEL PINK SPOT,2,2010-06-27T13:09:00Z,2.95,14505,United Kingdom,5.9,26,6,2010
527979,17003,BROCADE RING PURSE,72,2010-10-20T10:50:00Z,0.21,14631,United Kingdom,15.12,42,10,2010
523960,22952,60 CAKE CASES VINTAGE CHRISTMAS,12,2010-09-26T12:51:00Z,0.55,16340,United Kingdom,6.6000000000000005,39,9,2010
532382,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,2010-11-11T18:24:00Z,4.25,16081,United Kingdom,17,45,11,2010
536542,85099B,JUMBO BAG RED RETROSPOT,40,2010-12-01T14:11:00Z,1.95,16456,United Kingdom,78,48,12,2010
523592,22810,SET OF 6 T-LIGHTS SNOWMEN,24,2010-09-23T10:09:00Z,2.95,14060,United Kingdom,70.80000000000001,38,9,2010
562313,23323,WHITE WICKER STAR,6,2011-08-04T11:38:00Z,2.1,14640,United Kingdom,12.6,31,8,2011
529823,21011,GLITTER SNOW PEAR TREE DECORATION,3,2010-10-31T11:39:00Z,1.45,17609,United Kingdom,4.35,44,10,2010
499921,84568,GIRLS ALPHABET IRON ON PATCHES,288,2010-03-03T12:21:00Z,0.21,14911,EIRE,60.48,9,3,2010
507888,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2010-05-11T16:26:00Z,0.42,13004,United Kingdom,5.04,19,5,2010
554920,22615,PACK OF 12 CIRCUS PARADE TISSUES,24,2011-05-27T12:41:00Z,0.29,16275,United Kingdom,6.959999999999999,21,5,2011
508098,21777,RECIPE BOX WITH METAL HEART,12,2010-05-13T09:33:00Z,6.95,14156,EIRE,83.4,19,5,2010
514559,22379,RECYCLING BAG RETROSPOT,10,2010-07-05T11:39:00Z,1.85,17850,United Kingdom,18.5,27,7,2010
545681,85066,CREAM SWEETHEART MINI CHEST,2,2011-03-06T11:28:00Z,12.75,16923,United Kingdom,25.5,10,3,2011
553731,21915,RED  HARMONICA IN BOX,12,2011-05-19T08:26:00Z,1.25,12481,Germany,15,20,5,2011
522054,21931,JUMBO STORAGE BAG SUKI,20,2010-09-10T15:42:00Z,1.95,15078,United Kingdom,39,37,9,2010
570442,21066,VINTAGE RED MUG,2,2011-10-10T14:37:00Z,1.25,16549,United Kingdom,2.5,41,10,2011
516956,22562,MONSTERS STENCIL CRAFT,2,2010-07-25T15:44:00Z,1.25,13148,United Kingdom,2.5,30,7,2010
578289,23395,BELLE JARDINIERE CUSHION COVER,1,2011-11-23T14:07:00Z,3.75,17841,United Kingdom,3.75,47,11,2011
577035,23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,8,2011-11-17T13:21:00Z,7.5,15187,United Kingdom,60,46,11,2011
567875,23439,HAND WARMER RED LOVE HEART,2,2011-09-22T14:29:00Z,2.1,16348,United Kingdom,4.2,38,9,2011
504870,21746,SMALL RED RETROSPOT WINDMILL,12,2010-04-18T12:33:00Z,1.25,14532,United Kingdom,15,16,4,2010
568046,37446,MINI CAKE STAND WITH HANGING CAKES,1,2011-09-23T12:16:00Z,1.45,18118,United Kingdom,1.45,38,9,2011
580831,22915,ASSORTED BOTTLE TOP  MAGNETS,24,2011-12-06T11:39:00Z,0.19,14418,United Kingdom,4.5600000000000005,49,12,2011
537879,82494L,WOODEN FRAME ANTIQUE WHITE,12,2010-12-09T08:34:00Z,2.95,14243,United Kingdom,35.400000000000006,49,12,2010
566231,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-09-11T10:58:00Z,2.08,14837,United Kingdom,12.48,37,9,2011
540550,22670,FRENCH WC SIGN BLUE METAL,12,2011-01-10T09:11:00Z,1.25,12539,Spain,15,2,1,2011
526752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-10-13T10:11:00Z,2.95,18239,United Kingdom,17.700000000000003,41,10,2010
578147,23547,WRAP FLOWER SHOP,25,2011-11-23T11:09:00Z,0.42,12748,United Kingdom,10.5,47,11,2011
512795,21621,VINTAGE UNION JACK BUNTING,2,2010-06-18T10:18:00Z,8.5,17612,United Kingdom,17,25,6,2010
534405,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2010-11-22T14:17:00Z,2.95,17690,United Kingdom,17.700000000000003,47,11,2010
493882,21985,PACK OF 12 HEARTS DESIGN TISSUES,48,2010-01-08T10:02:00Z,0.29,15586,United Kingdom,13.919999999999998,2,1,2010
577106,20751,FUNKY WASHING UP GLOVES ASSORTED,2,2011-11-17T17:18:00Z,2.1,14456,United Kingdom,4.2,46,11,2011
510994,85099B,JUMBO BAG RED RETROSPOT,20,2010-06-04T13:54:00Z,1.95,16705,United Kingdom,39,23,6,2010
501479,21156,RED SPOTTY CHILDS APRON,8,2010-03-17T09:43:00Z,1.95,16945,United Kingdom,15.6,11,3,2010
567297,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-09-19T12:27:00Z,0.85,15594,United Kingdom,10.2,38,9,2011
572552,22355,CHARLOTTE BAG SUKI DESIGN,4,2011-10-24T17:07:00Z,1.63,14096,United Kingdom,6.52,43,10,2011
566275,21754,HOME BUILDING BLOCK WORD,3,2011-09-11T13:58:00Z,6.25,16549,United Kingdom,18.75,37,9,2011
580502,23355,HOT WATER BOTTLE KEEP CALM,1,2011-12-04T13:15:00Z,4.95,16931,United Kingdom,4.95,49,12,2011
506708,79029,GLASS HONEYPOT WASP CATCHER,1,2010-05-02T14:53:00Z,1.95,15719,United Kingdom,1.95,18,5,2010
572517,17107D,FLOWER FAIRY 5 DRAWER LINERS,3,2011-10-24T14:47:00Z,2.55,15068,United Kingdom,7.65,43,10,2011
578945,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,2011-11-27T13:47:00Z,1.25,16877,United Kingdom,1.25,48,11,2011
553351,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-05-16T13:35:00Z,0.42,18118,United Kingdom,3.36,20,5,2011
563709,23082,SET 6 PAPER TABLE LANTERN HEARTS,2,2011-08-18T15:17:00Z,3.75,15472,United Kingdom,7.5,33,8,2011
542420,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-27T18:05:00Z,12.75,17180,United Kingdom,25.5,4,1,2011
496431,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-02-01T12:30:00Z,1.95,16415,United Kingdom,19.5,5,2,2010
515773,21718,RED METAL BEACH SPADE,3,2010-07-14T14:51:00Z,1.25,16161,United Kingdom,3.75,28,7,2010
579146,84946,ANTIQUE SILVER T-LIGHT GLASS,6,2011-11-28T13:14:00Z,1.25,16347,United Kingdom,7.5,48,11,2011
538800,85099F,JUMBO BAG STRAWBERRY,10,2010-12-14T11:51:00Z,1.95,16458,United Kingdom,19.5,50,12,2010
541225,85014B,RED RETROSPOT UMBRELLA,3,2011-01-14T14:47:00Z,5.95,14099,United Kingdom,17.85,2,1,2011
534832,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-11-24T13:03:00Z,4.25,15279,United Kingdom,17,47,11,2010
507064,20996,JAZZ HEARTS ADDRESS BOOK,24,2010-05-06T10:30:00Z,0.42,14911,EIRE,10.08,18,5,2010
547223,84991,60 TEATIME FAIRY CAKE CASES,5,2011-03-21T15:10:00Z,0.55,12867,United Kingdom,2.75,12,3,2011
580021,22467,GUMBALL COAT RACK,12,2011-12-01T11:43:00Z,2.55,14047,United Kingdom,30.6,48,12,2011
533575,22696,WICKER WREATH LARGE,6,2010-11-18T11:00:00Z,1.95,17430,United Kingdom,11.7,46,11,2010
522967,22517,CHILDS GARDEN RAKE PINK,1,2010-09-19T13:02:00Z,2.1,18257,United Kingdom,2.1,38,9,2010
531870,84879,ASSORTED COLOUR BIRD ORNAMENT,576,2010-11-10T11:37:00Z,1.45,12931,United Kingdom,835.1999999999999,45,11,2010
564656,22508,DOORSTOP RETROSPOT HEART,4,2011-08-26T14:40:00Z,3.75,14141,United Kingdom,15,34,8,2011
549985,22906,12 MESSAGE CARDS WITH ENVELOPES,12,2011-04-13T15:58:00Z,1.65,15640,United Kingdom,19.799999999999997,15,4,2011
509012,21528,DAIRY MAID TRADITIONAL TEAPOT,1,2010-05-19T13:32:00Z,6.95,17623,United Kingdom,6.95,20,5,2010
552543,22434,BALLOON PUMP WITH 10 BALLOONS,16,2011-05-10T10:22:00Z,1.95,12399,Belgium,31.2,19,5,2011
576948,23199,JUMBO BAG APPLES,20,2011-11-17T11:45:00Z,2.08,14515,United Kingdom,41.6,46,11,2011
504623,21642,ASSORTED TUTTI FRUTTI PEN,1,2010-04-15T12:10:00Z,0.85,14656,United Kingdom,0.85,15,4,2010
578370,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-11-24T11:11:00Z,2.08,17346,United Kingdom,12.48,47,11,2011
556219,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-06-09T14:19:00Z,6.25,17731,United Kingdom,12.5,23,6,2011
536841,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-02T18:27:00Z,1.65,16150,United Kingdom,19.799999999999997,48,12,2010
502795,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-03-26T15:32:00Z,1.65,16510,United Kingdom,19.799999999999997,13,3,2010
550129,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-04-14T13:17:00Z,4.95,13001,United Kingdom,14.85,15,4,2011
555488,82583,HOT BATHS METAL SIGN,2,2011-06-03T13:43:00Z,2.1,16942,United Kingdom,4.2,22,6,2011
535785,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-11-28T14:08:00Z,4.95,16455,United Kingdom,14.85,48,11,2010
571101,23089,GLASS BON BON JAR,12,2011-10-13T15:49:00Z,1.95,16570,United Kingdom,23.4,41,10,2011
554628,21974,SET OF 36 PAISLEY FLOWER DOILIES,6,2011-05-25T11:26:00Z,1.45,15039,United Kingdom,8.7,21,5,2011
548038,22832,BROCANTE SHELF WITH HOOKS,2,2011-03-29T12:03:00Z,10.75,15696,United Kingdom,21.5,13,3,2011
504449,20723,STRAWBERRY CHARLOTTE BAG,10,2010-04-13T14:53:00Z,0.85,12459,Spain,8.5,15,4,2010
574721,85176,SEWING SUSAN 21 NEEDLE SET,3,2011-11-06T14:43:00Z,0.85,17920,United Kingdom,2.55,45,11,2011
518270,82552,WASHROOM METAL SIGN,2,2010-08-05T20:03:00Z,1.25,16549,United Kingdom,2.5,31,8,2010
530564,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2010-11-03T13:50:00Z,2.55,14484,United Kingdom,15.3,44,11,2010
531672,21744,SNOWFLAKE PORTABLE TABLE LIGHT,2,2010-11-09T11:41:00Z,2.95,14467,United Kingdom,5.9,45,11,2010
524691,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2010-09-30T11:51:00Z,3.75,18178,United Kingdom,30,39,9,2010
515187,22424,ENAMEL BREAD BIN CREAM,100,2010-07-09T09:46:00Z,10.95,14156,EIRE,1095,28,7,2010
577741,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-21T13:40:00Z,1.65,12921,United Kingdom,19.799999999999997,47,11,2011
529217,22865,HAND WARMER OWL DESIGN,24,2010-10-27T11:13:00Z,2.1,17513,United Kingdom,50.400000000000006,43,10,2010
544601,22024,RAINY LADIES BIRTHDAY CARD,12,2011-02-22T09:00:00Z,0.42,16638,United Kingdom,5.04,8,2,2011
517235,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-07-27T13:52:00Z,1.65,12804,Netherlands,3.3,30,7,2010
534392,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2010-11-22T13:09:00Z,8.5,12633,Germany,17,47,11,2010
573901,23201,JUMBO BAG ALPHABET,10,2011-11-01T14:49:00Z,2.08,14191,United Kingdom,20.8,44,11,2011
556218,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-06-09T14:18:00Z,0.55,17731,United Kingdom,13.2,23,6,2011
573914,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-11-01T15:53:00Z,0.83,14383,United Kingdom,9.96,44,11,2011
544115,21224,SET/4 SKULL BADGES,20,2011-02-16T11:45:00Z,1.25,12727,France,25,7,2,2011
570229,23526,WALL ART DOG LICENCE,1,2011-10-09T13:30:00Z,5.95,15756,United Kingdom,5.95,41,10,2011
494778,22177,5 HOOK BLACKBOARD ORGANISER,1,2010-01-18T12:48:00Z,9.95,14461,United Kingdom,9.95,3,1,2010
566923,21407,BROWN CHECK CAT DOORSTOP,1,2011-09-15T15:05:00Z,4.25,15511,United Kingdom,4.25,37,9,2011
568788,46000M,POLYESTER FILLER PAD 45x45cm,2,2011-09-29T09:23:00Z,1.55,17894,United Kingdom,3.1,39,9,2011
564322,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2011-08-24T13:23:00Z,0.72,13694,United Kingdom,72,34,8,2011
570126,22485,SET OF 2 WOODEN MARKET CRATES,1,2011-10-07T13:16:00Z,12.75,16910,United Kingdom,12.75,40,10,2011
568868,22865,HAND WARMER OWL DESIGN,12,2011-09-29T12:00:00Z,2.1,12957,United Kingdom,25.200000000000003,39,9,2011
509019,22083,PAPER CHAIN KIT RETRO SPOT,1,2010-05-19T14:10:00Z,2.95,13610,United Kingdom,2.95,20,5,2010
501812,85206A,CREAM FELT EASTER EGG BASKET,6,2010-03-19T14:47:00Z,1.65,14327,United Kingdom,9.9,12,3,2010
549555,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-04-10T12:52:00Z,1.25,13606,United Kingdom,2.5,15,4,2011
570888,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-10-13T10:26:00Z,1.25,17509,United Kingdom,22.5,41,10,2011
554083,21872,GLAMOROUS  MUG,2,2011-05-22T11:51:00Z,1.25,18125,United Kingdom,2.5,21,5,2011
511070,22530,MAGIC DRAWING SLATE DOLLY GIRL,6,2010-06-06T13:26:00Z,0.42,16340,United Kingdom,2.52,23,6,2010
561471,22457,NATURAL SLATE HEART CHALKBOARD,12,2011-07-27T13:14:00Z,2.95,14911,EIRE,35.400000000000006,30,7,2011
577174,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2011-11-18T10:58:00Z,3.75,17841,United Kingdom,3.75,46,11,2011
547078,85152,HAND OVER THE CHOCOLATE   SIGN,24,2011-03-20T14:41:00Z,2.1,14408,United Kingdom,50.400000000000006,12,3,2011
501148,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",96,2010-03-14T13:40:00Z,1.45,14646,Netherlands,139.2,11,3,2010
566566,21564,PINK  HEART SHAPE LOVE BUCKET,1,2011-09-13T12:32:00Z,5.79,14096,United Kingdom,5.79,37,9,2011
504266,82552,WASHROOM METAL SIGN,13,2010-04-12T14:20:00Z,1.25,16353,United Kingdom,16.25,15,4,2010
529511,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2010-10-28T14:43:00Z,3.75,16183,United Kingdom,15,43,10,2010
523623,21175,GIN + TONIC DIET METAL SIGN,12,2010-09-23T11:04:00Z,2.1,13590,United Kingdom,25.200000000000003,38,9,2010
521692,20676,RED SPOTTY BOWL,8,2010-09-08T08:18:00Z,1.25,14911,EIRE,10,36,9,2010
523573,22364,GLASS JAR DIGESTIVE BISCUITS,6,2010-09-22T16:17:00Z,2.95,14372,United Kingdom,17.700000000000003,38,9,2010
581095,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-12-07T11:35:00Z,2.95,17238,United Kingdom,11.8,49,12,2011
566789,21801,CHRISTMAS TREE DECORATION WITH BELL,36,2011-09-15T10:35:00Z,0.42,13134,United Kingdom,15.12,37,9,2011
500198,48188,DOOR MAT WELCOME PUPPIES,2,2010-03-05T10:55:00Z,7.49,13037,United Kingdom,14.98,10,3,2010
570638,22049,WRAP CHRISTMAS SCREEN PRINT,50,2011-10-11T12:36:00Z,0.19,17888,United Kingdom,9.5,41,10,2011
576176,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-14T11:04:00Z,1.69,16936,United Kingdom,13.52,46,11,2011
566444,22557,PLASTERS IN TIN VINTAGE PAISLEY,24,2011-09-12T15:32:00Z,1.65,14020,United Kingdom,39.599999999999994,37,9,2011
527423,22158,3 HEARTS HANGING DECORATION RUSTIC,16,2010-10-17T16:06:00Z,2.95,14755,United Kingdom,47.2,42,10,2010
545687,85099B,JUMBO BAG RED RETROSPOT,5,2011-03-06T12:20:00Z,1.95,17769,United Kingdom,9.75,10,3,2011
547826,22877,NUMBER TILE COTTAGE GARDEN 9,1,2011-03-25T15:08:00Z,1.95,18078,United Kingdom,1.95,12,3,2011
513162,21982,PACK OF 12 SUKI TISSUES,48,2010-06-22T10:52:00Z,0.29,13510,United Kingdom,13.919999999999998,25,6,2010
533114,21307,SET/4 BUTTERFLY MIRROR MAGNETS,1,2010-11-16T12:22:00Z,2.1,14675,United Kingdom,2.1,46,11,2010
520626,22700,BLACK AND WHITE DOG BOWL,2,2010-08-27T12:18:00Z,2.95,17869,United Kingdom,5.9,35,8,2010
496308,47599B,BLUE PARTY BAGS,3,2010-01-31T11:54:00Z,2.1,17625,United Kingdom,6.300000000000001,5,1,2010
563615,20719,WOODLAND CHARLOTTE BAG,10,2011-08-18T09:01:00Z,0.85,16945,United Kingdom,8.5,33,8,2011
525009,21805,WHITE CHRISTMAS TREE DECORATION,6,2010-10-03T10:50:00Z,0.42,15164,United Kingdom,2.52,40,10,2010
560359,23208,LUNCH BAG VINTAGE LEAF DESIGN,4,2011-07-18T11:47:00Z,1.65,14159,United Kingdom,6.6,29,7,2011
504890,84836,ZINC METAL HEART DECORATION,12,2010-04-18T13:53:00Z,1.25,14415,United Kingdom,15,16,4,2010
525456,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,24,2010-10-05T14:29:00Z,1.25,17758,United Kingdom,30,40,10,2010
569220,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,2,2011-10-02T13:26:00Z,1.65,16007,United Kingdom,3.3,40,10,2011
544129,22084,PAPER CHAIN KIT EMPIRE,36,2011-02-16T11:54:00Z,2.95,13199,United Kingdom,106.2,7,2,2011
562732,23091,ZINC HERB GARDEN CONTAINER,3,2011-08-09T10:19:00Z,6.25,18248,United Kingdom,18.75,32,8,2011
569402,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-10-04T09:00:00Z,0.85,12413,France,8.5,40,10,2011
570664,23026,DRAWER KNOB VINTAGE GLASS STAR,1,2011-10-11T14:21:00Z,2.08,16362,United Kingdom,2.08,41,10,2011
550331,22229,BUNNY WOODEN PAINTED WITH FLOWER,2,2011-04-17T13:43:00Z,0.85,15555,United Kingdom,1.7,16,4,2011
502055,21269,ANTIQUE CREAM CUTLERY SHELF,2,2010-03-22T14:30:00Z,8.5,13357,United Kingdom,17,12,3,2010
497919,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,12,2010-02-14T15:27:00Z,2.1,16838,United Kingdom,25.200000000000003,7,2,2010
501042,22265,EASTER DECORATION NATURAL CHICK,24,2010-03-12T09:57:00Z,0.65,12523,France,15.6,11,3,2010
576653,21877,HOME SWEET HOME MUG,72,2011-11-16T10:45:00Z,1.45,14156,EIRE,104.4,46,11,2011
498770,85215,ASSORTED CHEESE FRIDGE MAGNETS,12,2010-02-23T09:57:00Z,0.65,17667,United Kingdom,7.800000000000001,8,2,2010
502859,22478,BIRDHOUSE GARDEN MARKER,10,2010-03-28T15:12:00Z,1.25,14735,United Kingdom,12.5,13,3,2010
570222,22501,PICNIC BASKET WICKER LARGE,29,2011-10-09T12:59:00Z,8.5,13113,United Kingdom,246.5,41,10,2011
562348,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-08-04T12:36:00Z,2.55,17511,United Kingdom,163.2,31,8,2011
494345,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-01-13T13:55:00Z,1.95,15755,United Kingdom,23.4,2,1,2010
547063,22168,ORGANISER WOOD ANTIQUE WHITE,1,2011-03-20T13:33:00Z,8.5,14769,United Kingdom,8.5,12,3,2011
572552,22812,PACK 3 BOXES CHRISTMAS PANNETONE,4,2011-10-24T17:07:00Z,4.13,14096,United Kingdom,16.52,43,10,2011
532564,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-11-12T13:15:00Z,1.95,17685,United Kingdom,23.4,46,11,2010
549988,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-04-13T16:43:00Z,9.95,14367,United Kingdom,19.9,15,4,2011
521793,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1,2010-09-08T13:46:00Z,0.85,15339,United Kingdom,0.85,36,9,2010
573083,23553,LANDMARK FRAME CAMDEN TOWN,2,2011-10-27T14:22:00Z,12.5,13735,United Kingdom,25,43,10,2011
531371,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5,2010-11-07T15:31:00Z,0.18,12867,United Kingdom,0.8999999999999999,45,11,2010
560640,23245,SET OF 3 REGENCY CAKE TINS,16,2011-07-20T10:59:00Z,4.15,13854,United Kingdom,66.4,29,7,2011
541500,21967,PACK OF 12 SKULL TISSUES,12,2011-01-18T15:25:00Z,0.29,18041,United Kingdom,3.4799999999999995,3,1,2011
554033,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6,2011-05-20T14:06:00Z,2.95,16187,United Kingdom,17.700000000000003,20,5,2011
510363,21745,GAOLERS KEYS DECORATIVE GARDEN,6,2010-05-28T16:31:00Z,3.75,14031,United Kingdom,22.5,22,5,2010
520019,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-08-23T12:01:00Z,1.69,15683,United Kingdom,27.04,34,8,2010
524379,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,2010-09-28T17:44:00Z,4.95,17612,United Kingdom,14.85,39,9,2010
534403,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-11-22T13:59:00Z,2.1,14649,United Kingdom,2.1,47,11,2010
533136,22553,PLASTERS IN TIN SKULLS,1,2010-11-16T12:52:00Z,1.65,17203,United Kingdom,1.65,46,11,2010
493923,21112,"SWISS ROLL TOWEL, PINK  SPOTS",12,2010-01-08T11:16:00Z,2.95,13360,United Kingdom,35.400000000000006,2,1,2010
556917,23159,SET OF 5 PANCAKE DAY MAGNETS,120,2011-06-15T13:37:00Z,1.85,12415,Australia,222,24,6,2011
509640,21755,LOVE BUILDING BLOCK WORD,2,2010-05-25T11:04:00Z,5.95,16883,United Kingdom,11.9,21,5,2010
536685,21871,SAVE THE PLANET MUG,6,2010-12-02T12:23:00Z,1.06,17850,United Kingdom,6.36,48,12,2010
499778,22067,CHOC TRUFFLE GOLD TRINKET POT,12,2010-03-02T14:03:00Z,1.65,16177,United Kingdom,19.799999999999997,9,3,2010
507693,15044D,RED PAPER PARASOL,10,2010-05-11T10:24:00Z,2.95,14055,United Kingdom,29.5,19,5,2010
517861,21172,PARTY METAL SIGN,2,2010-08-02T14:07:00Z,1.45,13090,United Kingdom,2.9,31,8,2010
533458,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-11-17T12:03:00Z,0.85,16006,United Kingdom,0.85,46,11,2010
524144,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2010-09-27T15:18:00Z,9.95,17402,United Kingdom,59.7,39,9,2010
557118,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-06-16T17:05:00Z,1.65,14849,United Kingdom,19.799999999999997,24,6,2011
570238,21879,HEARTS GIFT TAPE,4,2011-10-09T15:01:00Z,0.65,16332,United Kingdom,2.6,41,10,2011
526659,22081,RIBBON REEL FLORA + FAUNA,5,2010-10-12T15:04:00Z,1.65,15570,United Kingdom,8.25,41,10,2010
577770,21498,RED RETROSPOT WRAP,25,2011-11-21T15:33:00Z,0.42,13282,United Kingdom,10.5,47,11,2011
560078,22784,LANTERN CREAM GAZEBO,3,2011-07-14T16:12:00Z,4.95,16040,United Kingdom,14.85,28,7,2011
503731,21500,PINK SPOTS  WRAP,25,2010-04-07T10:24:00Z,0.42,15252,United Kingdom,10.5,14,4,2010
576686,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-11-16T12:08:00Z,2.95,16916,United Kingdom,5.9,46,11,2011
550899,POST,POSTAGE,4,2011-04-21T12:07:00Z,40,13505,Switzerland,160,16,4,2011
515569,22668,PINK BABY BUNTING,5,2010-07-13T12:33:00Z,2.95,14461,United Kingdom,14.75,28,7,2010
494873,20719,WOODLAND CHARLOTTE BAG,10,2010-01-19T12:26:00Z,0.85,12589,France,8.5,3,1,2010
514461,22055,MINI CAKE STAND  HANGING STRAWBERY,2,2010-07-02T12:41:00Z,1.65,17841,United Kingdom,3.3,27,7,2010
576508,22154,ANGEL DECORATION 3 BUTTONS,7,2011-11-15T12:02:00Z,0.42,17777,United Kingdom,2.94,46,11,2011
499973,21154,RED SPOTTY OVEN GLOVE,1,2010-03-03T14:42:00Z,1.25,13595,United Kingdom,1.25,9,3,2010
580734,23319,BOX OF 6 MINI 50'S CRACKERS,12,2011-12-06T08:46:00Z,2.49,12766,Portugal,29.880000000000003,49,12,2011
572193,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,180,2011-10-21T11:33:00Z,3.75,15061,United Kingdom,675,42,10,2011
537208,21165,BEWARE OF THE CAT METAL SIGN,1,2010-12-05T15:12:00Z,1.69,15889,United Kingdom,1.69,49,12,2010
560454,22568,FELTCRAFT CUSHION OWL,4,2011-07-19T10:06:00Z,3.75,12947,United Kingdom,15,29,7,2011
500869,21975,PACK OF 60 DINOSAUR CAKE CASES,3,2010-03-10T13:21:00Z,0.55,17220,United Kingdom,1.65,10,3,2010
567343,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-09-19T15:21:00Z,5.45,17628,United Kingdom,16.35,38,9,2011
576339,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,9,2011-11-14T15:27:00Z,2.08,14096,United Kingdom,18.72,46,11,2011
561532,23293,SET OF 12 FAIRY CAKE BAKING CASES,144,2011-07-28T09:30:00Z,0.72,15061,United Kingdom,103.68,30,7,2011
549556,22431,WATERING CAN BLUE ELEPHANT,1,2011-04-10T12:53:00Z,1.95,17372,United Kingdom,1.95,15,4,2011
560078,21116,OWL DOORSTOP,3,2011-07-14T16:12:00Z,4.95,16040,United Kingdom,14.85,28,7,2011
